Case Number,Location,Total Number Occupants,Total Number Units,Licence Commenced,Licence Expires
17/04348/HMOLIC,222 Cowley Road Oxford Oxfordshire OX4 1UQ,5,5,02-Dec-17,01-Dec-19
17/04225/HMOLIC,52 St Clement's Street Oxford Oxfordshire OX4 1AG,9,,02-Dec-17,01-Dec-19
17/04201/HMOADL,108 Lytton Road Oxford Oxfordshire OX4 3NZ,5,5,02-Dec-17,01-Dec-19
17/04605/HMOADS,29 John Snow Place Oxford Oxfordshire OX3 8BB,5,,03-Dec-17,02-Dec-19
17/02622/HMOADS,178 London Road Headington Oxford Oxfordshire OX3 9ED,4,,18-Aug-17,03-Dec-19
17/02424/HMOLIC,7 Glebe Street Oxford Oxfordshire OX4 1DQ,6,,04-Oct-17,04-Dec-19
17/03056/HMOADL,2 Palmer Road Oxford Oxfordshire OX3 8QE,5,5,15-Sep-17,04-Dec-19
16/02338/HMOADL,88 Divinity Road Oxford Oxfordshire OX4 1LN,5,,20-Jun-16,06-Dec-19
17/02944/HMOADL,65A Botley Road Oxford Oxfordshire OX2 0BS,4,4,13-Sep-17,06-Dec-19
17/04264/HMOADL,23 Marston Street Oxford Oxfordshire OX4 1JU,4,,07-Dec-17,06-Dec-19
17/02777/HMOADL,5 East Avenue Oxford Oxfordshire OX4 1XW,5,5,28-Aug-17,07-Dec-19
17/02754/HMOADS,37 Bullingdon Road Oxford Oxfordshire OX4 1QJ,3,,26-Aug-17,07-Dec-19
17/03978/HMOLIC,7A King's Cross Road Oxford Oxfordshire OX2 7EU,5,,20-Nov-17,07-Dec-19
17/04358/HMOADL,30 Hertford Street Oxford Oxfordshire OX4 3AJ,4,,08-Dec-17,07-Dec-19
17/02771/HMOADS,18 Edith Road Oxford OX1 4QA,4,4,26-Aug-17,07-Dec-19
17/04307/HMOADS,179 Divinity Road Oxford Oxfordshire OX4 1LP,4,4,09-Dec-17,08-Dec-19
17/04371/HMOADL,5 Freelands Road Oxford OX4 4BT,5,,09-Dec-17,08-Dec-19
17/04437/HMOADL,201 Cowley Road Oxford Oxfordshire OX4 1XA,5,5,09-Dec-17,08-Dec-19
17/02769/HMOADS,8 Meaden Hill Oxford Oxfordshire OX3 9QJ,4,3,11-Dec-17,10-Dec-19
17/04942/HMOADS,21 Henley Street Oxford Oxfordshire OX4 1ER,4,,11-Dec-17,10-Dec-19
17/03535/HMOADL,16 Rewley Road Oxford Oxfordshire OX1 2RD,4,,11-Dec-17,10-Dec-19
17/03406/HMOADS,Flat A 118 Cowley Road Oxford Oxfordshire OX4 1JE,3,,22-Oct-17,10-Dec-19
17/03617/HMOADL,48 Masons Road Oxford Oxfordshire OX3 8QJ,5,5,11-Dec-17,10-Dec-19
17/04368/HMOADL,126 Reliance Way Oxford Oxfordshire OX4 2FQ,5,,12-Dec-17,11-Dec-19
17/03396/HMOADL,17 Harefields Oxford Oxfordshire OX2 8HG,5,,13-Dec-17,12-Dec-19
17/03428/HMOADL,73 Harefields Oxford Oxfordshire OX2 8NR,4,,14-Dec-17,13-Dec-19
17/03347/HMOADL,14 Pauling Road Oxford Oxfordshire OX3 8PT,8,6,14-Dec-17,13-Dec-19
17/02699/HMOADS,58 Stapleton Road Oxford Oxfordshire OX3 7LU,4,4,25-Aug-17,14-Dec-19
17/04202/HMOLIC,8 Botley Road Oxford Oxfordshire OX2 0AB,9,8,15-Dec-17,14-Dec-19
17/02557/HMOADS,19 Junction Road Oxford Oxfordshire OX4 2NT,4,,15-Aug-17,14-Dec-19
17/02423/HMOLIC,159 Walton Street Oxford Oxfordshire OX1 2HD,6,,02-Aug-17,14-Dec-19
17/02750/HMOLIC,105 Valentia Road Oxford Oxfordshire OX3 7PP,6,6,25-Aug-17,14-Dec-19
17/04558/HMOADL,36A St Clement's Street Oxford Oxfordshire OX4 1AB,6,5,15-Dec-17,14-Dec-19
17/02755/HMOADS,120A Cowley Road Oxford Oxfordshire OX4 1JE,5,,26-Aug-17,14-Dec-19
17/04207/HMOLIC,31 Iffley Road Oxford Oxfordshire OX4 1EA,7,7,15-Dec-17,14-Dec-19
17/02454/HMOADS,62 Percy Street Oxford Oxfordshire OX4 3AF,4,,03-Aug-17,14-Dec-19
17/04419/HMOADS,Flat C 217 Cowley Road Oxford Oxfordshire OX4 1XG,3,,15-Dec-17,14-Dec-19
17/01934/HMOLIC,132 Hurst Street Oxford Oxfordshire OX4 1HG,6,6,15-Jul-17,14-Dec-19
17/02041/HMOLIC,37 Horwood Close Oxford Oxfordshire OX3 7RF,6,5,14-Jul-17,14-Dec-19
17/02154/HMOADS,175A Cowley Road Oxford Oxfordshire,4,,22-Jul-17,14-Dec-19
17/04556/HMOADL,86 Hurst Street Oxford Oxfordshire OX4 1HF,4,,15-Dec-17,14-Dec-19
17/02461/HMOLIC,1 Bartlemas Road Oxford Oxfordshire OX4 1XU,6,6,11-Aug-17,14-Dec-19
17/04450/HMOADS,32 Parsons Place Oxford Oxfordshire OX4 1NL,4,,16-Dec-17,15-Dec-19
17/04420/HMOLIC,84 James Street Oxford OX4 1EX,6,6,16-Dec-17,15-Dec-19
17/04354/HMOLIC,73 Grays Road Oxford Headington Oxfordshire OX3 7PZ,10,10,16-Dec-17,15-Dec-19
17/04578/HMOLIC,53 St Mary's Road Oxford Oxfordshire OX4 1PY,5,5,16-Dec-17,15-Dec-19
17/04666/HMOLIC,192 Headington Road Oxford Oxfordshire OX3 0BS,5,5,16-Dec-17,15-Dec-19
17/04667/HMOLIC,43 James Street Oxford Oxfordshire OX4 1ET,5,4,17-Dec-17,16-Dec-19
17/03352/HMOLIC,39 Regent Street Oxford Oxfordshire OX4 1QX,10,10,17-Dec-17,16-Dec-19
17/04375/HMOADS,3 St Mary's Road Oxford Oxfordshire OX4 1PX,4,,15-Dec-17,16-Dec-19
17/02372/HMOLIC,126 Magdalen Road Oxford Oxfordshire OX4 1RJ,5,5,18-Dec-17,17-Dec-19
17/04589/HMOADS,60 Cowley Road Oxford Oxfordshire OX4 1JB,3,2,18-Dec-17,17-Dec-19
17/04428/HMOLIC,47 Reliance Way Oxford Oxfordshire OX4 2FW,5,5,18-Dec-17,17-Dec-19
17/04508/HMOADS,13 Paget Road Oxford Oxfordshire OX4 2TB,4,4,19-Dec-17,18-Dec-19
17/04502/HMOADL,41 Divinity Road Oxford Oxfordshire OX4 1LH,5,5,20-Dec-17,19-Dec-19
17/03336/HMOADL,7 Littlemore Road Oxford Oxfordshire OX4 3ST,6,6,20-Dec-17,19-Dec-19
17/04342/HMOLIC,117 Banbury Road Oxford Oxfordshire OX2 6JX,59,59,20-Dec-17,19-Dec-19
17/04360/HMOADS,59 Sunningwell Road Oxford Oxfordshire OX1 4SZ,4,,19-Dec-17,19-Dec-19
17/04333/HMOADL,27 Temple Street Oxford Oxfordshire OX4 1JS,4,,21-Dec-17,20-Dec-19
17/04331/HMOLIC,29 Reliance Way Oxford Oxfordshire OX4 2FG,6,6,21-Dec-17,20-Dec-19
17/04261/HMOADL,133 Magdalen Road Oxford Oxfordshire OX4 1RJ,6,,21-Dec-17,20-Dec-19
17/04324/HMOADL,12 Boulter Street Oxford Oxfordshire OX4 1AX,4,,21-Dec-17,20-Dec-19
17/04326/HMOLIC,17 Aston Street Oxford OX4 1EW,5,5,21-Dec-17,20-Dec-19
17/04362/HMOADL,1 Southfield Road Oxford Oxfordshire OX4 1NX,5,,21-Dec-17,20-Dec-19
17/04353/HMOADS,4 Bulan Road Oxford Oxfordshire OX3 7HT,4,4,21-Dec-17,21-Dec-19
17/04591/HMOADL,9 Marston Street Oxford Oxfordshire OX4 1JU,5,4,22-Dec-17,21-Dec-19
17/04336/HMOADL,82 Reliance Way Oxford Oxfordshire OX4 2FG,6,,22-Dec-17,21-Dec-19
17/04334/HMOADL,331 Marston Road Oxford Oxfordshire OX3 0EP,5,,23-Dec-17,22-Dec-19
17/04607/HMOADL,18 Jackson Road Oxford Oxfordshire OX2 7TR,6,,23-Dec-17,22-Dec-19
17/04665/HMOADS,12 Belvedere Road Oxford Oxfordshire OX4 2AZ,4,,23-Dec-17,22-Dec-19
17/04554/HMOADL,64 Rymers Lane Oxford Oxfordshire OX4 3LB,5,,23-Dec-17,22-Dec-19
17/04606/HMOLIC,4 Tyler Row Glanville Road Oxford Oxfordshire,6,,23-Dec-17,22-Dec-19
17/04383/HMOADS,7 Buckingham Street Oxford Oxfordshire OX1 4LH,4,,24-Dec-17,23-Dec-19
17/04599/HMOADS,14 Havelock Road Oxford Oxfordshire OX4 3EP,4,,24-Dec-17,23-Dec-19
17/04438/HMOADL,24 Glanville Road Oxford Oxfordshire OX4 2DD,5,5,25-Dec-17,24-Dec-19
17/04448/HMOADL,2 Perrin Street Oxford Headington Oxfordshire OX3 7AS,5,5,25-Dec-17,24-Dec-19
17/04385/HMOLIC,36 Binsey Lane Oxford Oxfordshire OX2 0EX,4,,25-Dec-17,24-Dec-19
17/04444/HMOADL,3 York Place Oxford Oxfordshire OX4 1YL,4,3,25-Dec-17,24-Dec-19
17/04598/HMOADS,10 Havelock Road Oxford Oxfordshire OX4 3EP,4,4,25-Dec-17,24-Dec-19
17/04421/HMOADL,9 East Avenue Oxford Oxfordshire OX4 1XP,3,3,25-Dec-17,24-Dec-19
17/04593/HMOLIC,47 Rectory Road Oxford Oxfordshire OX4 1BU,6,6,26-Dec-17,25-Dec-19
17/04604/HMOLIC,123 Headley Way Oxford Oxfordshire OX3 7SS,5,5,26-Dec-17,25-Dec-19
17/04471/HMOADL,64 Lake Street Oxford Oxfordshire OX1 4RR,16,16,26-Dec-17,25-Dec-19
17/04440/HMOLIC,20 Regent Street Oxford Oxfordshire OX4 1QU,9,,27-Dec-17,26-Dec-19
17/04646/HMOADL,29 Southfield Road Oxford Oxfordshire OX4 1NX,5,5,27-Dec-17,26-Dec-19
17/05216/HMOLIC,12 Aston Street Oxford Oxfordshire OX4 1EP,5,,28-Dec-17,27-Dec-19
17/05215/HMOADS,47 Aston Street Oxford Oxfordshire OX4 1EW,4,,28-Dec-17,27-Dec-19
17/04308/HMOADL,64 Gladstone Road Oxford Oxfordshire OX3 8LS,6,6,28-Dec-17,27-Dec-19
17/04948/HMOADL,9 Tilehouse Close Oxford Oxfordshire OX3 8AU,5,5,29-Dec-17,28-Dec-19
17/04442/HMOADS,93 Ridgefield Road Oxford Oxfordshire OX4 3BY,4,,29-Dec-17,28-Dec-19
17/04460/HMOADL,57 Mill Street Oxford Oxfordshire OX2 0AL,3,3,29-Dec-17,28-Dec-19
17/04335/HMOADS,125 Reliance Way Oxford Oxfordshire OX4 2FW,3,,30-Dec-17,29-Dec-19
17/04681/HMOADL,46 Dene Road Oxford Oxfordshire OX3 7EE,5,5,31-Dec-17,30-Dec-19
17/04475/HMOADS,22 Stockmore Street Oxford Oxfordshire OX4 1JT,3,3,31-Dec-17,30-Dec-19
17/04443/HMOADL,198 London Road Headington Oxford Oxfordshire OX3 9EE,5,4,31-Dec-17,30-Dec-19
17/04994/HMOADS,127 Hollow Way Oxford Oxfordshire OX4 2NE,4,,31-Dec-17,30-Dec-19
17/04786/HMOADS,Flat B 217 Cowley Road Oxford Oxfordshire OX4 1XG,3,3,04-Jan-18,03-Jan-20
17/05368/HMOLIC,43 Divinity Road Oxford Oxfordshire OX4 1LH,6,,04-Jan-18,03-Jan-20
17/04765/HMOLIC,35 Union Street Oxford Oxfordshire OX4 1JP,5,3,04-Jan-18,03-Jan-20
17/05075/HMOADL,16 Walton Well Road Oxford Oxfordshire OX2 6ED,4,,05-Jan-18,04-Jan-20
17/05002/HMOADL,40 Masons Road Oxford Oxfordshire OX3 8QJ,6,,05-Jan-18,04-Jan-20
17/03552/HMOADS,111 Rose Hill Oxford OX4 4HT,3,3,05-Jan-18,04-Jan-20
17/04788/HMOLIC,134 Hurst Street Oxford Oxfordshire OX4 1HG,7,,05-Jan-18,04-Jan-20
17/03441/HMOLIC,43 Richmond Road Oxford Oxfordshire OX1 2JJ,6,6,05-Jan-18,04-Jan-20
17/04808/HMOADS,11 John Snow Place Oxford Oxfordshire OX3 8BB,4,4,08-Jan-18,07-Jan-20
17/02449/HMOLIC,135 Old Road Headington Oxford Oxfordshire OX3 8SY,5,5,09-Jan-18,08-Jan-20
17/04793/HMOADS,88 St Mary's Road Oxford Oxfordshire OX4 1QD,4,,10-Jan-18,09-Jan-20
17/05043/HMOLIC,46A Ambleside Drive Oxford Headington Oxfordshire OX3 0AQ,5,,10-Jan-18,09-Jan-20
17/04795/HMOADL,197 Howard Street Oxford Oxfordshire OX4 3BD,7,,10-Jan-18,09-Jan-20
17/04789/HMOADS,28 Temple Street Oxford Oxfordshire OX4 1JS,4,4,10-Jan-18,09-Jan-20
17/04825/HMOADS,59 Gipsy Lane Oxford Oxfordshire OX3 7PU,4,4,10-Jan-18,09-Jan-20
17/05226/HMOLIC,23 Iffley Road Oxford OX4 1EA,8,7,12-Jan-18,11-Jan-20
17/04802/HMOADL,38 Cherwell Drive Oxford Oxfordshire OX3 0LZ,4,,13-Jan-18,12-Jan-20
17/05020/HMOADS,17 Cardwell Crescent Oxford Oxfordshire OX3 7QE,4,,13-Jan-18,12-Jan-20
17/04796/HMOADL,74 Princes Street Oxford Oxfordshire OX4 1DE,4,4,14-Jan-18,13-Jan-20
17/05022/HMOADS,17 Wolsey Road Oxford Oxfordshire OX2 7SZ,4,,15-Jan-18,14-Jan-20
17/05023/HMOADL,449 Marston Road Oxford Oxfordshire OX3 0JG,5,,18-Jan-18,17-Jan-20
16/01536/HMOADL,6 Cranston Court Rose Hill Oxford Oxfordshire OX4 4HR,5,,22-May-16,21-Jan-21
17/03088/HMOADL,34 Hurst Street Oxford Oxfordshire OX4 1HB,4,4,25-Sep-17,24-Jan-21
16/00485/HMOADS,26 Canal Street Oxford Oxfordshire OX2 6BH,3,3,26-Mar-16,24-Jan-21
17/03083/HMOADL,20 Marston Street Oxford Oxfordshire OX4 1JU,4,4,28-Sep-17,24-Jan-21
17/05382/HMOADS,3 Girdlestone Close Oxford Oxfordshire OX3 7NS,3,,23-Feb-17,24-Jan-21
17/05293/HMOADL,99 Percy Street Oxford Oxfordshire OX4 3AD,4,,02-Jun-16,24-Jan-21
17/05385/HMOADS,5 Girdlestone Close Oxford Oxfordshire OX3 7NS,3,,23-Feb-17,24-Jan-21
16/00412/HMOLIC,15 Buckingham Street Oxford Oxfordshire OX1 4LH,6,6,25-Mar-16,24-Jan-21
17/03081/HMOADS,8 Howard Street Oxford Oxfordshire OX4 3BE,4,4,26-Sep-17,24-Jan-21
16/00470/HMOADL,92A Valentia Road Oxford Oxfordshire OX3 7PW,3,,30-Mar-16,24-Jan-21
17/03724/HMOADL,44 Dene Road Oxford Oxfordshire OX3 7EE,5,5,15-Nov-17,24-Jan-21
18/00120/HMOADS,17 Juxon Street Oxford Oxfordshire OX2 6DL,3,,22-Feb-17,24-Jan-21
17/05379/HMOADS,9 Girdlestone Close Oxford Oxfordshire OX3 7NS,3,,23-Feb-17,24-Jan-21
17/05372/HMOADS,10 Juxon Street Oxford Oxfordshire OX2 6DL,3,,30-Sep-16,24-Jan-21
17/05384/HMOADS,6 Girdlestone Close Oxford Oxfordshire OX3 7NS,3,,23-Feb-17,24-Jan-21
17/05374/HMOADS,Flat 24 Furnace House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GF,4,,04-Jun-16,24-Jan-21
16/02378/HMOADS,77 Gipsy Lane Oxford Oxfordshire OX3 7PU,4,,07-Jul-16,24-Jan-21
17/05392/HMOADS,45 Juxon Street Oxford Oxfordshire OX2 6DJ,3,,22-Feb-17,24-Jan-21
17/03512/HMOADS,83 Fairacres Road Oxford Oxfordshire OX4 1TQ,4,,06-Nov-17,24-Jan-21
18/00122/HMOADL,52 Juxon Street Oxford Oxfordshire OX2 6DJ,5,,22-Feb-17,24-Jan-21
17/05388/HMOADS,12 Juxon Street Oxford Oxfordshire OX2 6DL,3,,22-Feb-17,24-Jan-21
16/02392/HMOADS,241 Cowley Road Oxford Oxfordshire OX4 1XG,4,4,28-Jun-16,24-Jan-21
16/02324/HMOADL,73 New High Street Oxford Oxfordshire OX3 7AL,4,5,21-Jun-16,24-Jan-21
18/00124/HMOADS,Flat 36 Furnace House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GF,4,,04-Jun-16,24-Jan-21
16/00544/HMOADL,65 Quarry Road Oxford Oxfordshire OX3 8NX,5,5,31-Mar-16,24-Jan-21
18/00118/HMOADS,16 Juxon Street Oxford Oxfordshire OX2 6DL,3,,22-Feb-17,24-Jan-21
16/02400/HMOADS,45 Demesne Furze Oxford Oxfordshire OX3 7XG,3,3,21-Jul-16,24-Jan-21
16/02385/HMOADL,93 Howard Street Oxford Oxfordshire OX4 3AZ,5,5,01-Jul-16,24-Jan-21
18/00105/HMOADL,1 Juxon Street Oxford Oxfordshire OX2 6DL,5,,23-Oct-16,24-Jan-21
17/05643/HMOADS,2 Girdlestone Close Oxford Oxfordshire OX3 7NS,3,,23-Feb-17,24-Jan-21
18/00099/HMOADL,2 Juxon Street Oxford Oxfordshire OX2 6DL,4,,03-Feb-17,24-Jan-21
17/05636/HMOADS,22 Wharf House Juxon Street Oxford Oxfordshire OX2 6DU,3,,03-Feb-17,24-Jan-21
16/01535/HMOADS,65 Howard Street Oxford Oxfordshire OX4 3AY,4,4,28-May-16,24-Jan-21
18/00100/HMOADS,37 Juxon Street Oxford Oxfordshire OX2 6DJ,5,5,23-Mar-16,24-Jan-21
18/00103/HMOADS,53 Juxon Street Oxford Oxfordshire OX2 6DJ,4,,31-Jan-17,24-Jan-21
16/02076/HMOADS,8 Leopold Street Oxford Oxfordshire OX4 1PS,4,4,20-May-16,24-Jan-21
17/05630/HMOADS,Flat 30 Furnace House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GF,4,,18-Feb-17,24-Jan-21
17/05635/HMOADS,22 Cranham Terrace Oxford Oxfordshire,3,,25-Feb-17,24-Jan-21
17/05646/HMOADS,6 Walton Well Road Oxford Oxfordshire OX2 6ED,4,,23-Feb-17,24-Jan-21
17/05634/HMOADS,20 Wharf House Juxon Street Oxford Oxfordshire OX2 6DU,3,,23-Feb-17,24-Jan-21
16/02104/HMOLIC,51 Walton Crescent Oxford Oxfordshire OX1 2JQ,6,6,05-Aug-16,24-Jan-21
17/05633/HMOADS,23 Wharf House Juxon Street Oxford Oxfordshire OX2 6DU,3,,23-Feb-17,24-Jan-21
16/02112/HMOADL,17 New Cross Road Oxford Oxfordshire OX3 8LP,5,5,28-Jun-16,24-Jan-21
18/00106/HMOADL,51 Juxon Street Oxford Oxfordshire OX2 6DJ,5,,11-Jul-16,24-Jan-21
18/00107/HMOADS,9 Juxon Street Oxford Oxfordshire OX2 6DL,5,5,23-Mar-16,24-Jan-21
16/00110/HMOADL,8 Divinity Road Oxford Oxfordshire OX4 1LJ,5,5,19-Feb-16,24-Jan-21
16/02087/HMOADS,11B Walton Well Road Oxford Oxfordshire OX2 6ED,3,,27-Mar-17,24-Jan-21
16/01684/HMOADS,4A Northfield Road Oxford Oxfordshire OX3 9EW,4,,22-May-16,24-Jan-21
16/01846/HMOADS,8 Milne Place Oxford Oxfordshire OX3 9DG,4,,28-May-16,24-Jan-21
17/03587/HMOADS,28 Green Road Oxford Oxfordshire OX3 8JZ,3,,03-Nov-17,24-Jan-21
17/05030/HMOADS,Flat 12 Juxon House Juxon Street Oxford Oxfordshire OX2 6DR,3,,31-Dec-17,24-Jan-21
17/05032/HMOADS,35A Walton Well Road Oxford Oxfordshire OX2 6ED,3,,23-Dec-17,24-Jan-21
17/05648/HMOADS,15 Juxon Street Oxford Oxfordshire OX2 6DL,3,,18-Feb-17,24-Jan-21
16/01865/HMOADS,20 Abbey Road Oxford Oxfordshire OX2 0AE,4,,29-May-16,24-Jan-21
16/01897/HMOADS,36 Hendred Street Oxford Oxfordshire OX4 2ED,4,,05-Jun-16,24-Jan-21
17/03365/HMOADS,161 Morrell Avenue Oxford Oxfordshire OX4 1NG,4,,05-Sep-17,24-Jan-21
16/01956/HMOLIC,125 Old Road Headington Oxford Oxfordshire OX3 8SY,5,5,26-Jun-16,24-Jan-21
17/03364/HMOADS,38 Morrell Avenue Oxford Oxfordshire OX4 1ND,5,,04-Sep-17,24-Jan-21
17/03656/HMOADS,18 Freelands Road Oxford Oxfordshire OX4 4BT,5,,19-Jul-17,24-Jan-21
17/03658/HMOADS,87 Morrell Avenue Oxford Oxfordshire OX4 1NQ,4,,02-Nov-17,24-Jan-21
18/00096/HMOADS,8 Girdlestone Close Oxford Oxfordshire OX3 7NS,3,,31-Jan-17,24-Jan-21
18/00097/HMOLIC,93 Iffley Road Oxford Oxfordshire OX4 1EG,6,,22-Jul-16,24-Jan-21
16/02025/HMOADL,52 Rectory Road Oxford Oxfordshire OX4 1BW,4,4,22-Jun-16,24-Jan-21
18/00098/HMOLIC,30 Walton Well Road Oxford Oxfordshire OX2 6ED,6,,23-Jul-16,24-Jan-21
17/05647/HMOADS,14 Juxon Street Oxford Oxfordshire OX2 6DL,3,,22-Feb-17,24-Jan-21
17/05629/HMOADS,Flat 18 Juxon House Juxon Street Oxford Oxfordshire OX2 6DR,3,,23-Feb-17,24-Jan-21
16/01902/HMOADL,14 Wytham Street Oxford Oxfordshire OX1 4SU,10,9,02-Jun-16,24-Jan-21
16/00269/HMOADS,11 Bedford Street Oxford Oxfordshire OX4 1SU,4,4,12-Mar-16,24-Jan-21
17/05622/HMOADS,25 Wharf House Juxon Street Oxford Oxfordshire OX2 6DU,3,,04-Jun-16,24-Jan-21
17/05618/HMOADL,43B Walton Well Road Oxford Oxfordshire OX2 6ED,4,,23-Feb-17,24-Jan-21
16/01348/HMOADS,64 Great Clarendon Street Oxford Oxfordshire OX2 6AX,3,3,26-May-16,24-Jan-21
17/05617/HMOLIC,24 Walton Well Road Oxford Oxfordshire OX2 6ED,6,,20-Aug-16,24-Jan-21
16/01202/HMOADS,18 Abbey Road Oxford Oxfordshire OX2 0AE,4,,13-May-16,24-Jan-21
16/02258/HMOADS,1A Fletcher Road Oxford Oxfordshire OX4 2UE,3,,10-Jun-16,24-Jan-21
16/02282/HMOADL,26 Rowland Close Oxford Oxfordshire OX2 8PW,4,4,03-Jul-16,24-Jan-21
17/05631/HMOADS,Flat 6 Juxon House Juxon Street Oxford Oxfordshire OX2 6DR,3,,23-Feb-17,24-Jan-21
17/03416/HMOADL,12 Masons Road Oxford Oxfordshire OX3 8QJ,8,,13-Oct-17,24-Jan-21
18/00115/HMOADL,48 Juxon Street Oxford Oxfordshire OX2 6DJ,4,,11-Feb-17,24-Jan-21
17/05444/HMOADS,8 Juxon Street Oxford Oxfordshire OX2 6DL,3,,18-Feb-17,24-Jan-21
17/05443/HMOADS,23 Juxon Street Oxford Oxfordshire OX2 6DL,3,,11-Feb-17,24-Jan-21
17/05440/HMOADS,21 Juxon Street Oxford Oxfordshire OX2 6DL,3,,22-Feb-17,24-Jan-21
16/00844/HMOADS,Flat E 9 Jeune Street Oxford Oxfordshire OX4 1BN,3,,28-Apr-16,24-Jan-21
16/00308/HMOLIC,1 Regent Street Oxford Oxfordshire OX4 1QU,6,6,18-Mar-16,24-Jan-21
17/03712/HMOADS,7 Bridge Street Oxford Oxfordshire OX2 0BA,4,,06-Nov-17,24-Jan-21
18/00117/HMOADL,42 Juxon Street Oxford Oxfordshire OX2 6DJ,5,,22-Feb-17,24-Jan-21
16/01197/HMOLIC,200 Headley Way Oxford Oxfordshire OX3 7TA,4,,05-May-16,24-Jan-21
16/02195/HMOADL,74 Weldon Road Oxford Oxfordshire OX3 0HP,5,5,08-Jun-16,24-Jan-21
18/00108/HMOADS,63 Juxon Street Oxford Oxfordshire OX2 6DJ,3,,06-Feb-17,24-Jan-21
16/02153/HMOADS,11 Kirby Place Oxford Oxfordshire OX4 2RX,3,3,05-Jun-16,24-Jan-21
18/00109/HMOADL,50 Juxon Street Oxford Oxfordshire OX2 6DJ,5,,06-Feb-17,24-Jan-21
17/03678/HMOADL,45 Lime Walk Oxford Oxfordshire OX3 7AB,5,5,10-Oct-17,24-Jan-21
17/03399/HMOADL,20 Ablett Close Oxford Oxfordshire OX4 1XH,4,4,06-Nov-17,24-Jan-21
18/00110/HMOADS,Flat 1 Juxon House Juxon Street Oxford Oxfordshire OX2 6DR,3,,02-Mar-17,24-Jan-21
16/02167/HMOADS,72 Essex Street Oxford Oxfordshire OX4 3AW,4,4,05-Jun-16,24-Jan-21
18/00116/HMOADL,49 Juxon Street Oxford Oxfordshire OX2 6DJ,5,,11-Feb-17,24-Jan-21
18/00112/HMOADL,44 Juxon Street Oxford Oxfordshire OX2 6DJ,4,,20-Feb-17,24-Jan-21
17/05625/HMOLIC,4 Kingston Road Oxford Oxfordshire OX2 6EF,6,,15-Jul-16,24-Jan-21
18/00114/HMOADL,60 Juxon Street Oxford Oxfordshire OX2 6DJ,4,,20-Feb-17,24-Jan-21
16/01420/HMOADS,97 Hurst Street Oxford Oxfordshire OX4 1HA,4,4,07-May-16,24-Jan-21
17/05628/HMOLIC,97 Southmoor Road Oxford Oxfordshire OX2 6RE,6,,23-Jul-16,24-Jan-21
17/05627/HMOLIC,202 Iffley Road Oxford Oxfordshire OX4 1SD,6,,26-Jul-16,24-Jan-21
16/01847/HMOADS,45 Hugh Allen Crescent Oxford Oxfordshire OX3 0HL,5,,28-May-16,24-Jan-21
17/05626/HMOLIC,101 Southmoor Road Oxford Oxfordshire OX2 6RE,6,,21-Jul-16,24-Jan-21
16/01374/HMOADS,Flat H 217 Cowley Road Oxford Oxfordshire OX4 1XG,3,,08-May-16,24-Jan-21
16/00840/HMOADL,124 Morrell Avenue Oxford Oxfordshire OX4 1LZ,4,,24-Apr-16,24-Jan-21
18/00111/HMOADS,3 Juxon Street Oxford Oxfordshire OX2 6DL,3,,20-Feb-17,24-Jan-21
16/04464/HMOADS,6 Thames Street Oxford Oxfordshire OX1 1TS,4,4,15-Oct-16,24-Jan-21
17/00781/HMOADL,26B Walton Well Road Oxford Oxfordshire OX2 6ED,4,,05-Apr-17,24-Jan-21
16/04477/HMOADS,229A Banbury Road Oxford Oxfordshire OX2 7HQ,3,,15-Oct-16,24-Jan-21
17/00632/HMOADS,3 Monard Terrace Denmark Street Oxford Oxfordshire OX4 1QR,3,3,24-Apr-17,24-Jan-21
17/00633/HMOADS,6 Monard Terrace Denmark Street Oxford Oxfordshire OX4 1QR,3,3,24-Apr-17,24-Jan-21
16/04472/HMOADS,9 Purcell Road Oxford Oxfordshire OX3 0EZ,4,4,01-Nov-16,24-Jan-21
17/00555/HMOADL,90A Percy Street Oxford Oxfordshire OX4 3AD,4,,22-Dec-16,24-Jan-21
16/04469/HMOADS,2A Harcourt Terrace Oxford Oxfordshire OX3 7QF,4,4,29-Oct-16,24-Jan-21
17/00551/HMOADS,71 Arlington Drive Oxford Oxfordshire OX3 0SL,4,,27-Apr-17,24-Jan-21
17/04512/HMOADL,12 Drove Acre Road Oxford Oxfordshire OX4 3DF,4,4,22-Dec-17,24-Jan-21
17/00707/HMOADS,85A Walton Street Oxford Oxfordshire OX2 6EA,4,,05-Apr-17,24-Jan-21
16/04413/HMOADL,78 Valentia Road Oxford Oxfordshire OX3 7PW,5,5,24-Oct-16,24-Jan-21
16/04407/HMOADS,7 Meadow Lane Oxford Oxfordshire OX4 1TL,4,,11-Oct-16,24-Jan-21
17/00747/HMOADL,31 Walton Well Road Oxford Oxfordshire OX2 6ED,3,,05-Apr-17,24-Jan-21
17/01523/HMOADL,28 Nuffield Road Oxford Oxfordshire OX3 8RE,7,,24-Jun-17,24-Jan-21
16/04471/HMOADS,47 Demesne Furze Oxford Oxfordshire OX3 7XG,3,,24-Oct-16,24-Jan-21
